,file_id,user_id,subforum_id,num_contexts,label,text,new_label,textidx,lengths
18,12845808_2,572287,1396,1,noHate,i believe this can be higher since i 've read reports that especially whites in the free state were not counted in the latest census .,1,"[5, 329, 22, 57, 32, 1667, 252, 5, 45, 162, 212, 2458, 13, 634, 84, 10, 3, 222, 395, 93, 33, 7388, 10, 3, 1293, 1294, 2]",27
19,12849464_1,575975,1346,0,noHate,thank you for posting your story .,1,"[216, 14, 16, 567, 50, 352, 2]",7
20,12849464_2,575975,1346,0,noHate,i think you should write a book as well .,1,"[5, 92, 14, 101, 1230, 8, 501, 35, 109, 2]",10
21,12849464_3,575975,1346,1,hate,"i 've always considered teaching as one of the professions i would like to get into , but not in a neighbourhood like that ... never. kids like that disgust me .",2,"[5, 45, 162, 168, 1295, 1116, 35, 62, 9, 3, 7389, 5, 61, 36, 6, 64, 130, 4, 34, 33, 10, 8, 3291, 36, 13, 60, 131, 2, 122, 36, 13, 5101, 58, 2]",34
22,12849464_4,575975,1346,1,hate,and the sad thing is the white students at those schools will act like that too .,2,"[7, 3, 521, 185, 11, 3, 23, 467, 46, 110, 263, 47, 732, 36, 13, 115, 2]",17
23,12849464_5,575975,1346,1,noHate,"i guess i 'll just stick to homeschooling my kids , when and if i have them ...",1,"[5, 330, 5, 165, 44, 834, 6, 2020, 29, 122, 4, 70, 7, 39, 5, 18, 53, 60]",18
24,12851329_1,576176,1346,0,noHate,randy blazak is an `` expert '' all right--he teaches `` sociology of star trek '' --a credited class students actually pay for .,1,"[7390, 7391, 11, 78, 26, 26, 2230, 63, 31, 172, 452, 82, 2021, 26, 26, 7392, 9, 1231, 7393, 63, 7394, 7395, 483, 467, 256, 704, 16, 2]",28
25,12851329_2,576176,1346,0,noHate,no wonder young people ca n't get jobs .,1,"[73, 290, 404, 52, 198, 41, 64, 966, 2]",9
26,12851329_3,576176,1346,0,noHate,they take underwater basket weaving courses and they have no worthwhile skills on account of angry still my favorite comment .,1,"[20, 174, 7396, 3999, 7397, 2022, 7, 20, 18, 73, 5102, 1371, 19, 876, 9, 1117, 223, 29, 921, 854, 2]",21
27,12854837_1,573356,1346,0,noHate,"old tarzan movies , `` zulu '' , and `` king kong '' have many such images .",1,"[116, 7398, 808, 4, 26, 26, 4000, 63, 4, 7, 26, 26, 1169, 5103, 63, 18, 114, 246, 2023, 2]",20
28,12854837_2,573356,1346,0,noHate,national geographic magazines in the 1950s and early 1960s are replete with color photos of african villagers .,1,"[591, 4001, 4002, 10, 3, 4003, 7, 751, 5104, 17, 7399, 27, 378, 1072, 9, 835, 5105, 2]",18
29,12854837_3,573356,1346,0,noHate,dr. albert schweitzer 's two-hour documentary from 1958 was shown in movie theaters everywhere .,1,"[502, 2, 7400, 7401, 25, 180, 15, 875, 1555, 48, 7402, 28, 1454, 10, 809, 7403, 684, 2]",18
30,12854837_4,573356,1346,0,noHate,i think vhs tapes are available at amazon .,1,"[5, 92, 7404, 7405, 17, 1232, 46, 3292, 2]",9
31,12855154_1,576372,1346,0,hate,their gods often had pale skin and blue eyes but i suppose literacy is n't valued highly by their cultural intelligencia .,2,"[42, 877, 922, 94, 2024, 368, 7, 442, 235, 34, 5, 1170, 7406, 11, 41, 4004, 2231, 71, 42, 1171, 7407, 2]",22
32,12855349_1,572083,1346,0,noHate,when the girl starts talking the guy in the middles lips start moving .,1,"[70, 3, 266, 1073, 503, 3, 264, 10, 3, 7408, 2459, 213, 923, 2]",14
33,12855349_2,572083,1346,0,noHate,"he was checking her lines , bad actors ca n't help themselves from doing this .",1,"[82, 28, 3293, 97, 1455, 4, 237, 3294, 198, 41, 321, 358, 48, 369, 22, 2]",16
34,12855497_1,575939,1346,0,noHate,this whole situation starts to become really bizarre .,1,"[22, 396, 1074, 1073, 6, 363, 199, 7409, 2]",9
35,12855497_2,575939,1346,0,noHate,i was a right sector supporter but it starts to sound as if they are in fact just israeli agents ......,1,"[5, 28, 8, 172, 5106, 3295, 34, 12, 1073, 6, 568, 35, 39, 20, 17, 10, 397, 44, 2025, 2232, 878]",21
36,12855497_3,575939,1346,1,noHate,i do n't know who to support anymore ................,1,"[5, 30, 41, 85, 66, 6, 370, 667, 7410]",9
37,12855806_1,575744,1346,0,noHate,i've read many post on here saying israel gives training to us law enforcement .,1,"[5, 413, 212, 114, 186, 19, 68, 512, 685, 2817, 1668, 6, 111, 536, 4005, 2]",16
38,12855806_2,575744,1346,0,noHate,i remember after the boston marathon bombings watching fox news and they said law enforcement was consulting israel for advice .,1,"[5, 453, 204, 3, 1842, 7411, 5107, 472, 1172, 176, 7, 20, 195, 536, 4005, 28, 7412, 685, 16, 1456, 2]",21
39,12856993_1,575948,1346,0,noHate,i believe his dog would like to get as far away from him as possible !,1,"[5, 329, 119, 686, 61, 36, 6, 64, 35, 286, 287, 48, 169, 35, 705, 24]",16
40,12856993_2,575948,1346,3,noHate,free north carolina : peterson 's particulars vikinginme,1,"[222, 687, 2460, 43, 5108, 25, 7413, 7414]",8
41,12858701_1,572179,1346,2,noHate,"so according to section c , what few jobs there are in our areas will be given to these people as well thanks for posting this .",1,"[49, 752, 6, 635, 1372, 4, 69, 108, 966, 40, 17, 10, 74, 1373, 47, 32, 836, 6, 100, 52, 35, 109, 271, 16, 567, 22, 2]",27
42,12860820_1,573375,1346,0,hate,greece need a man like adolf hitler and now is the perfect time to start a national political movement to free your country from the zionist bankers,2,"[1457, 138, 8, 196, 36, 7415, 924, 7, 112, 11, 3, 2026, 90, 6, 213, 8, 591, 1233, 782, 6, 222, 50, 152, 48, 3, 1114, 4006]",27
43,12863641_1,572066,1346,0,noHate,the image below is for the first week of march 2011. freeman in court - judge bows to sovereign - canada youtube - freeman in court - judge bows to sovereign - canada,1,"[3, 1075, 832, 11, 16, 3, 160, 313, 9, 520, 1556, 2, 5109, 10, 1076, 15, 753, 3296, 6, 4007, 15, 353, 67, 15, 5109, 10, 1076, 15, 753, 3296, 6, 4007, 15, 353]",34
44,12869018_1,575841,1346,0,noHate,i do n't watch t.v. or hollywood movies .,1,"[5, 30, 41, 181, 2818, 2, 38, 4008, 808, 2]",10
45,12869018_2,575841,1346,0,noHate,i know of chris rock and subsequently have hated him for a long time .,1,"[5, 85, 9, 3297, 1005, 7, 5110, 18, 1843, 169, 16, 8, 207, 90, 2]",15
46,12869018_3,575841,1346,1,hate,he is a pathetic little chimp .,2,"[82, 11, 8, 2233, 201, 3298, 2]",7
47,12869757_1,573148,1346,1,noHate,declaring war on the innocent white population of any nation could easily be justified by anyone who was not a white nationalist .,1,"[7416, 434, 19, 3, 1844, 23, 668, 9, 103, 379, 134, 1669, 32, 7417, 71, 151, 66, 28, 33, 8, 23, 272, 2]",23
48,12870229_1,572066,1346,0,noHate,"seekers of truth , start out by watching the `` benjamin freedman speaks '' video @ youtube .",1,"[4009, 9, 372, 4, 213, 51, 71, 472, 3, 26, 26, 5111, 7418, 2234, 63, 145, 1368, 67, 2]",19
49,12870229_2,572066,1346,0,noHate,"com/watch ? v = hxbcyx97jgm then move on to watching , `` the loss of liberty '' film @ youtube .",1,"[2027, 72, 181, 21, 552, 137, 7419, 95, 405, 19, 6, 472, 4, 26, 26, 3, 3299, 9, 7420, 63, 1006, 1368, 67, 2]",24
50,12870229_3,572066,1346,0,noHate,com/watch ? v = kbd6gm6vodm then watch 8 min. obama at aipac @ youtube .,1,"[2027, 72, 181, 21, 552, 137, 7421, 95, 181, 810, 4010, 2, 967, 46, 7422, 1368, 67, 2]",18
51,12870229_4,572066,1346,0,noHate,com/watch ? v = krdycxpb4fs and then the entire myron fagan video @ youtube .,1,"[2027, 72, 181, 21, 552, 137, 7423, 7, 95, 3, 1173, 7424, 7425, 145, 1368, 67, 2]",17
52,12870229_5,572066,1346,0,noHate,com/watch ? v = 6ok6ks7bsoy for a free informative booklet & video on the zionist-engineered intentional destruction of white people go to : youtube .,1,"[2027, 72, 181, 21, 552, 137, 7426, 16, 8, 222, 3300, 1838, 132, 145, 19, 3, 1114, 15, 3996, 3289, 1453, 9, 23, 52, 87, 6, 43, 67, 2]",29
53,12870229_6,572066,1346,0,noHate,com/watch ? v = n663evtsys8,1,"[2027, 72, 181, 21, 552, 137, 5112]",7
54,12875264_1,575695,1397,0,noHate,note!,1,"[811, 24]",2
55,12875264_2,575695,1397,0,noHate,"wntube is now .net , not .com.",1,"[5113, 11, 112, 7427, 4, 33, 5114, 2]",8
56,12875264_3,575695,1397,0,noHate,they have improved the site .,1,"[20, 18, 4011, 3, 233, 2]",6
57,12875264_4,575695,1397,0,noHate,please contribute and/or donate .,1,"[247, 2235, 4012, 5115, 2]",5
58,12875264_5,575695,1397,0,noHate,http://www.wntube.net/play.php ? vid = 1428 & code = 108,1,"[7428, 21, 7429, 137, 7430, 132, 3301, 137, 7431]",9
59,12883101_1,577823,1345,4,hate,try el paso texas soo much mudd invasion that the river is the same color as those playing/crossing in it .. year round !,2,"[229, 4013, 7432, 608, 5116, 155, 7433, 2819, 13, 3, 1174, 11, 3, 144, 378, 35, 110, 879, 72, 5117, 10, 12, 166, 143, 688, 24]",26
60,12883101_2,577823,1345,4,noHate,welcome to the front lines ...,1,"[278, 6, 3, 388, 1455, 60]",6
61,12883101_3,577823,1345,4,noHate,"folk , faith , family hail victory !!",1,"[1234, 4, 2461, 4, 273, 1845, 4014, 24, 24]",9
62,12904919_1,572076,1345,0,hate,"here is a video of the event that is worth watching just to see a beautiful white lady screaming `` scum , scum , scum , f * * * ing scum !!! '' at the muslim filth .",2,"[68, 11, 8, 145, 9, 3, 783, 13, 11, 925, 472, 44, 6, 79, 8, 373, 23, 855, 2236, 26, 26, 579, 4, 579, 4, 579, 4, 706, 65, 65, 65, 1296, 579, 24, 24, 24, 63, 46, 3, 754, 1077, 2]",42
63,12904919_2,572076,1345,0,noHate,protesters clash during military parade in barking,1,"[1557, 4015, 468, 968, 1374, 10, 5118]",7
64,12905790_1,578244,1345,2,noHate,does this not show how stupid these folks can be ?,1,"[187, 22, 33, 173, 86, 371, 100, 856, 57, 32, 21]",11
65,12905790_2,578244,1345,2,noHate,"let 's order a pizza to be delivered where we are and then try to assault the driver , no one will know how to catch us .",1,"[184, 25, 703, 8, 2462, 6, 32, 7434, 124, 37, 17, 7, 95, 229, 6, 1458, 3, 2820, 4, 73, 62, 47, 85, 86, 6, 1670, 111, 2]",28
66,12915702_1,575999,1345,0,noHate,nice to know that are still a few men out there who `` have a pair '' .,1,"[335, 6, 85, 13, 17, 223, 8, 108, 326, 51, 40, 66, 26, 26, 18, 8, 1558, 63, 2]",19
67,12915702_2,575999,1345,0,noHate,your courage and honestly are apprecated .,1,"[50, 3302, 7, 1297, 17, 7435, 2]",7
68,12915702_3,575999,1345,0,noHate,jesus christ is lord indeed .,1,"[707, 969, 11, 1671, 708, 2]",6
69,12915702_4,575999,1345,0,noHate,y' all have a nice day .,1,"[1375, 45, 31, 18, 8, 335, 117, 2]",8
70,13061184_1,577495,1345,1,hate,"i suppose the concept of a male cow and a female cow producing more cows , and the repeating process is too much for them to understand .",2,"[5, 1170, 3, 1559, 9, 8, 531, 1459, 7, 8, 733, 1459, 3303, 77, 5119, 4, 7, 3, 7436, 2821, 11, 115, 155, 16, 53, 6, 619, 2]",28
71,13061184_2,577495,1345,1,hate,may they all get mad cow disease .,2,"[285, 20, 31, 64, 2822, 1459, 1672, 2]",8
72,13061184_3,577495,1345,1,noHate,the sooner the better .,1,"[3, 2823, 3, 279, 2]",5
73,13063006_1,578159,1345,1,noHate,"yeah, but no one will ever hear of this .",1,"[414, 4, 34, 73, 62, 47, 179, 346, 9, 22, 2]",11
74,13063006_2,578159,1345,1,noHate,instead we are left to shed a tear for the black kids killed in a church bombing 40 years ago .,1,"[652, 37, 17, 314, 6, 2824, 8, 5120, 16, 3, 76, 122, 580, 10, 8, 880, 5121, 1460, 125, 200, 2]",21
75,13063290_1,578990,1345,0,noHate,that's all i needed to hear .,1,"[13, 25, 31, 5, 1376, 6, 346, 2]",8
76,13063290_2,578990,1345,2,noHate,* unsubscribed * off to the sa threads .,1,"[65, 7437, 65, 170, 6, 3, 1369, 1673, 2]",9
77,13063290_3,578990,1345,2,noHate,there are white folks that require a little of our time .,1,"[40, 17, 23, 856, 13, 2825, 8, 201, 9, 74, 90, 2]",12
78,13119410_1,572508,1345,1,noHate,i guess mr. pena forgot about the black speed skater who won the gold and is being glorified on nbc every 5 minutes .,1,"[5, 330, 881, 2, 7438, 1461, 55, 3, 76, 1175, 7439, 66, 1846, 3, 2826, 7, 11, 158, 7440, 19, 2463, 140, 359, 1007, 2]",25
79,13139571_1,572139,1345,3,noHate,i'm sad to find this out right now but i 'm also sorry to inform you that kevin was killed several years ago .,1,"[5, 227, 521, 6, 146, 22, 51, 172, 112, 34, 5, 45, 81, 148, 454, 6, 7441, 14, 13, 2827, 28, 580, 569, 125, 200, 2]",26
80,13139571_2,572139,1345,3,noHate,http://www.visioncircle.org/archive/003870.html,1,[7442],1
81,13177001_1,579206,1345,0,noHate,i'm having a hard time believing this .,1,"[5, 227, 422, 8, 360, 90, 7443, 22, 2]",9
82,13177001_2,579206,1345,1,noHate,i have 2 friends in cs and neither has ever worked with a black .,1,"[5, 18, 225, 245, 10, 4016, 7, 1298, 83, 179, 1847, 27, 8, 76, 2]",15
83,13177001_3,579206,1345,1,noHate,"all their coworkers are white , ne asian or indian/paki , except one guy worked with a mestizo for a few weeks on a project .",1,"[31, 42, 5122, 17, 23, 4, 4017, 398, 38, 1462, 72, 4018, 4, 734, 62, 264, 1847, 27, 8, 4019, 16, 8, 108, 415, 19, 8, 1176, 2]",28
84,13177001_4,579206,1345,1,noHate,"hundreds of people , but no blacks !",1,"[669, 9, 52, 4, 34, 73, 135, 24]",8
85,13177001_5,579206,1345,1,noHate,"i also attended a masters/phd graduation ceremony at a major state university a few years ago - none of the cs degrees were awarded to blacks. [ a couple computer degrees went to blacks , but they were in it with a focus on internet marketing/web-commerce ] so where are all these black computer geniuses hiding ?",1,"[5, 148, 2464, 8, 4020, 72, 5123, 7444, 5124, 46, 8, 857, 395, 553, 8, 108, 125, 200, 15, 636, 9, 3, 4016, 1674, 93, 5125, 6, 135, 2, 189, 8, 347, 1008, 1674, 219, 6, 135, 4, 34, 20, 93, 10, 12, 27, 8, 1463, 19, 537, 7445, 72, 1235, 15, 7446, 188, 49, 124, 17, 31, 100, 76, 1008, 3304, 3305, 21]",64
86,13209219_1,575645,1345,0,noHate,"over and over , you hear about home-schooled kids beating out public school kids for spelling bees .",1,"[129, 7, 129, 4, 14, 346, 55, 177, 15, 5126, 122, 1848, 51, 332, 99, 122, 16, 4021, 7447, 2]",20
87,13209219_2,575645,1345,0,noHate,"unfortunately , there are some poor white families where both parents work .",1,"[784, 4, 40, 17, 75, 538, 23, 858, 124, 399, 391, 242, 2]",13
88,13209219_3,575645,1345,0,noHate,"perhaps if a school district has only a few white families left , they could get together and each parent could teach the kids one day per week .",1,"[709, 39, 8, 99, 2028, 83, 96, 8, 108, 23, 858, 314, 4, 20, 134, 64, 308, 7, 354, 1675, 134, 554, 3, 122, 62, 117, 926, 313, 2]",29
89,13209219_4,575645,1345,0,noHate,the parents who could n't teach on weekdays could teach on saturday .,1,"[3, 391, 66, 134, 41, 554, 19, 7448, 134, 554, 19, 1676, 2]",13
90,13271390_1,577040,1345,2,noHate,that was me .,1,"[13, 28, 58, 2]",4
91,13271390_2,577040,1345,2,noHate,i have no intention of ever setting foot in mexico so i 'll have to take your word for it .,1,"[5, 18, 73, 2828, 9, 179, 2237, 1377, 10, 1464, 49, 5, 165, 18, 6, 174, 50, 406, 16, 12, 2]",21
92,13288494_1,572180,1345,6,noHate,excellent article !! * * * * * why were n't they in jail ?,1,"[1009, 620, 24, 24, 65, 65, 65, 65, 65, 164, 93, 41, 20, 10, 1010, 21]",16
93,13288494_2,572180,1345,0,noHate,"three of the four suspects in the death of a 12-year-old moore county girl were repeat offenders , free on probation .",1,"[592, 9, 3, 837, 2029, 10, 3, 380, 9, 8, 5127, 15, 116, 1677, 484, 266, 93, 4022, 5128, 4, 222, 19, 4023, 2]",24
94,13288494_3,572180,1345,6,noHate,steve reed reporter three of the suspects charged with the murder of a 12-year old moore county girl were given suspended sentences for other crimes and were free on probation at the time of her slaying .,1,"[2238, 5129, 4024, 592, 9, 3, 2029, 735, 27, 3, 532, 9, 8, 5127, 116, 1677, 484, 266, 93, 836, 2239, 4025, 16, 89, 1236, 7, 93, 222, 19, 4023, 46, 3, 90, 9, 97, 5130, 2]",37
95,13288494_4,572180,1345,6,noHate,"perry ross schiro , 19 , of harnett county was charged yesterday with murder in the sept. 21 shooting death of emily elizabeth haddock .",1,"[5131, 5132, 5133, 4, 1378, 4, 9, 5134, 484, 28, 735, 1379, 27, 532, 10, 3, 4026, 2, 970, 927, 380, 9, 2465, 2466, 7449, 2]",26
96,13288494_5,572180,1345,6,noHate,he is the fourth suspect to be charged with her murder .,1,"[82, 11, 3, 3306, 1177, 6, 32, 735, 27, 97, 532, 2]",12
97,13288494_6,572180,1345,6,noHate,"also charged are sherrod nicholas harrison , 19 , michael graham currie , 18 , and van roger smith , 16 , all of cameron in harnett county .",1,"[148, 735, 17, 7450, 7451, 3307, 4, 1378, 4, 1237, 5135, 5136, 4, 1011, 4, 7, 1380, 5137, 2240, 4, 1178, 4, 31, 9, 4027, 10, 5134, 484, 2]",29
98,13288494_7,572180,1345,6,noHate,"two of the suspects , mr. harrison and mr. currie , were repeat probation violators .",1,"[180, 9, 3, 2029, 4, 881, 2, 3307, 7, 881, 2, 5136, 4, 93, 4022, 4023, 7452, 2]",18
99,13288494_8,572180,1345,6,noHate,only mr. smith had no prior criminal record .,1,"[96, 881, 2, 2240, 94, 73, 5138, 971, 1560, 2]",10
100,13288494_9,572180,1345,6,noHate,"mr. schiro , the latest suspect to be charged in the killing , was arrested when a .22-caliber handgun , possibly the murder weapon , was found in his car .",1,"[881, 2, 5133, 4, 3, 1293, 1177, 6, 32, 735, 10, 3, 736, 4, 28, 882, 70, 8, 7453, 2467, 4, 1849, 3, 532, 1678, 4, 28, 236, 10, 119, 710, 2]",32
101,13288494_10,572180,1345,6,noHate,"he was also charged with burglary , larceny and possession of stolen property .",1,"[82, 28, 148, 735, 27, 4028, 4, 5139, 7, 2829, 9, 2830, 1561, 2]",14
102,13288494_11,572180,1345,6,noHate,all four suspects are being held without bond in the moore county jail .,1,"[31, 837, 2029, 17, 158, 1850, 407, 5140, 10, 3, 1677, 484, 1010, 2]",14
103,13288494_12,572180,1345,6,noHate,the rest of the story,1,"[3, 539, 9, 3, 352]",5
104,13293414_1,572180,1345,1,hate,"nevermind, found the new page knew it had to be a groid .... any report of rape ?",2,"[7454, 4, 236, 3, 98, 551, 637, 12, 94, 6, 32, 8, 1179, 238, 103, 621, 9, 1012, 21]",19
105,13293414_2,572180,1345,1,noHate,surprised it came back so fast ...,1,"[928, 12, 311, 102, 49, 689, 60]",7
106,13293414_3,572180,1345,1,noHate,http://www.wral.com/news/local/story/1850536/,1,[7455],1
107,13341044_1,572139,1345,0,noHate,"obama has membership in prince hall ( for blacks ) lodge and will become the next president , according to this guy : [ youtube = http://www.youtube.com/watch ? v = _ nlfrsregii ] zagami [ /youtube ]",1,"[967, 83, 4029, 10, 2831, 1679, 56, 16, 135, 54, 7456, 7, 47, 363, 3, 259, 1180, 4, 752, 6, 22, 264, 43, 189, 67, 137, 1181, 21, 552, 137, 228, 7457, 188, 7458, 189, 1465, 188]",37
108,13391410_1,579214,1345,1,hate,they act as if negros with aids should have the right to reproduce when they will die off and have no way to take care of the kid i cant believe that they are doing this by the millions its crazy,2,"[20, 732, 35, 39, 1562, 27, 1013, 101, 18, 3, 172, 6, 5141, 70, 20, 47, 607, 170, 7, 18, 73, 120, 6, 174, 392, 9, 3, 381, 5, 198, 91, 329, 13, 20, 17, 369, 22, 71, 3, 737, 123, 1118]",42
109,13401474_1,581236,1345,2,noHate,good.,1,"[80, 2]",2
110,13401474_2,581236,1345,2,hate,i hope they all starve .,2,"[5, 163, 20, 31, 3308, 2]",6
111,13401474_3,581236,1345,2,hate,no white person should send a single penny or lift a single finger to help them .,2,"[73, 23, 234, 101, 342, 8, 570, 4030, 38, 4031, 8, 570, 2241, 6, 321, 53, 2]",17
112,13406897_1,579436,1345,0,hate,"he's a retarded feral negro ( yes , feral humans who cannot talk occasionally pop up , having been abandoned as children. ) .",2,"[82, 25, 8, 5142, 1680, 231, 56, 217, 4, 1680, 972, 66, 57, 33, 221, 2468, 1681, 59, 4, 422, 88, 5143, 35, 202, 2, 54, 2]",27
113,13406897_2,579436,1345,0,hate,"he walks upright , and has human arms and legs .",2,"[82, 4032, 7459, 4, 7, 83, 711, 1238, 7, 2832, 2]",11
114,13406897_3,579436,1345,0,hate,i 've seen negroes who look ( and undoubtedly act ) like him .,2,"[5, 45, 162, 218, 461, 66, 147, 56, 7, 7460, 732, 54, 36, 169, 2]",15
115,13406897_4,579436,1345,6,noHate,http://www.occultopedia.com/f/feral_children.htmhttp://www.ling.lancs.ac.uk/chimp/la...e4/4kamala.htmhttp://www.occultopedia.com/w/wildpeter.htm aragorn,1,"[7461, 1682]",2
116,13422115_1,581373,1347,0,noHate,"again, every time i will see filthy comment about georgia without providing any facts , i will respond .",1,"[248, 4, 140, 90, 5, 47, 79, 1299, 854, 55, 1683, 407, 3309, 103, 1563, 4, 5, 47, 2469, 2]",20
117,13422115_2,581373,1347,0,hate,i will respond until armenian scum will stop,2,"[5, 47, 2469, 336, 2030, 579, 47, 297]",8
118,13433000_1,572042,1347,0,noHate,"the reason large white families were encouraged those days was to build up the population of white germans , which were ravaged by the jewish attacks at them during ww1 and in hyperinflation 1920 's .",1,"[3, 423, 755, 23, 858, 93, 3310, 110, 301, 28, 6, 973, 59, 3, 668, 9, 23, 1119, 4, 183, 93, 5144, 71, 3, 343, 1120, 46, 53, 468, 5145, 7, 10, 7462, 3311, 25, 2]",36
119,13434590_1,575709,1347,0,noHate,i see a nation where i can walk out my front door and not feel like a minority in my own country .,1,"[5, 79, 8, 379, 124, 5, 57, 638, 51, 29, 388, 785, 7, 33, 260, 36, 8, 609, 10, 29, 153, 152, 2]",23
120,13434590_2,575709,1347,0,hate,where a white woman can go about in public and not fear assault by muds .,2,"[124, 8, 23, 302, 57, 87, 55, 10, 332, 7, 33, 712, 1458, 71, 3312, 2]",16
121,13435201_1,575675,1347,2,noHate,"no, i see that as giving up .",1,"[73, 4, 5, 79, 13, 35, 786, 59, 2]",9
